Name,Pattern Type,Neckline
Zipper Detail Split Thigh Leopard Jacquard Skirt,Leopard,NA
Ditsy Floral Print Layered Skirt,Ditsy Floral,NA
Rib-knit Slit Side Skirt,Plain,NA
BASICS Boat Neck Form Fitted Dress,Plain,Boat Neck
Zipper Front PU Leather Skinny Pants,Plain,NA
Floral Print Cold Shoulder Dress,Floral  All Over Print,Cold Shoulder
Solid Draped Crop Cami Top,Plain,Spaghetti Strap
Solid Cut Out High Neck Bodycon Dress,Plain,High Neck
Ribbed One-Shoulder Crop Top,Plain,One Shoulder
Button Front Lettuce Trim Cami Bodycon Dress,Plain,Spaghetti Strap
V Neck Cap Sleeve Crop Tee,Plain,V neck
Plaid Print Pleated Skirt,Plaid,NA
Ruched Ruffle Hem Pencil Skirt,Plain,NA
Ditsy Floral Slip Dress,Ditsy Floral,Spaghetti Strap
Ditsy Floral Print Button Front Ruched Sleeve A-line Dress,Ditsy Floral,V neck
Floral Keyhole Neck Tunic Dress,Floral,Keyhole Neckline
Kimberly Loaiza Split Hem Glitter Bodycon Skirt,Plain,NA
V-neck Drop Shoulder Tee,Plain,V neck
Color Block Zipper Half Placket Rib-knit Tee,Colorblock,Stand Collar
Tie Dye Crop Cami Top,Tie Dye,Spaghetti Strap
Button Half Placket Crop Tee,Plain,Scoop Neck
Velvet Ruched Button Up Bodycon Dress,Plain,Collar
Velvet Surplice Front Tulip Hem Dress,Plain,Deep V Neck
Ditsy Floral Lettuce Trim Dress,Ditsy Floral,Spaghetti Strap
Notch Neck Lettuce Edge Tee,Plain,Notched
Slogan Graphic Crop Tank Top,Slogan,Round Neck
Leopard Print Drop Shoulder Tee,Leopard,Round Neck
Simplee Off Shoulder Shirred Bodice Leopard Dress,Leopard,Off the Shoulder
Surplice Neck Lantern Sleeve Self Belted Floral Dress,Floral,V neck
Slant Pocket Flap Pocket Cargo Pants,Plain,NA
Solid Teddy Pants,Plain,NA
Solid Rib-knit Bodycon Dress,Plain,Round Neck
Lantern Sleeve Shirred Detail Ditsy Floral Dress,Ditsy Floral,Square Neck
M-slit Hem Houndstooth Skirt,Houndstooth,NA
Joyfunear Ruched Cami Bodycon Dress,Plain,Spaghetti Strap
Flap Pocket Wide Leg Shorts,Plain,NA
Elastic Waist Solid Stirrup Leggings,Plain,NA
V-neck Schiffy Babydoll Blouse,Plain,V neck
SBetro Flounce Sleeve Lace Bardot Top,NA,Off the Shoulder
Lace Trim Solid Biker Shorts,Plain,NA
Ruched Bust Lettuce Trim Ditsy Floral Cami Top,Ditsy Floral,Spaghetti Strap
BASICS High Neck Form Fitted Dress,Plain,High Neck
Ruched Bodycon Skirt,Plain,NA
Surplice Front Allover Print Belted Fitted Dress,All Over Print,V neck
Flounce Sleeve Lettuce Trim Tee,Plain,Stand Collar
Split Hem Leopard Slip Dress,Leopard,Spaghetti Strap
Plaid Suspender Dress Without Tee,Plaid,Spaghetti Strap
Cold Shoulder Rib-knit Fitted Tee,Plain,Cold Shoulder
Paperbag Waist Allover Print Shorts,All Over Print,NA
Butterfly And Constellation Print Oversized Tee,Animal  Galaxy,Round Neck
Keyhole Neck Ruched Knot Rib-knit Top,Plain,Round Neck
Drawstring Waist Dolphin Shorts,NA,NA
BASICS Round Neck Solid Bodycon Dress,Plain,Round Neck
Lantern Sleeve Waffle Knit Tee,Plain,Round Neck
Plaid Bodycon Dress,Plaid,Spaghetti Strap
Overlap Waist Solid Leggings,Plain,NA
Solid Ruched Bodycon Slip Dress,Plain,Spaghetti Strap
Funnel Neck Ruched Front Solid Tee,Plain,Funnel Neck
Flounce Sleeve Frill Trim Star Sequin Mesh Dress,Galaxy,Round Neck
Plaid Print Bodycon Skirt,Plaid,NA
Cow Print Biker Shorts,Animal,NA
Pop Art Print Bodycon Dress,Polka Dot,Spaghetti Strap
Plaid Grommet Lace-up Flare Skirt,Plaid,NA
Slant Pocket Letter Graphic Joggers,Letter,NA
Lace Panel V Neck Blouse,Plain,V neck
Asymmetrical Hem Cowl Neck Cami Top,Plain,Halter
V-neck Button Placket Crop Tee,Plain,V neck
Solid Twist Front Fitted Dress,Plain,Round Neck
Vertical Striped Slant Pocket Pants,Striped,NA
Tie Neck Peekaboo Rib-knit Crop Top,Plain,Sweetheart
Rib-knit Marled Knit Cami Top,Plain,Spaghetti Strap
Surplice Neck Self Belted Dress,Plain,V neck
Wide Leg Corduroy Pants,Plain,NA
Chain Detail Tartan Tapered Pants,Tartan,NA
Letter Graphic Notch Neck Bodycon Dress,Letter,Notched
Ruffle Cuff Dalmatian Dress,All Over Print,Round Neck
Tartan Pinafore Skirt,Tartan,NA
Floral Print Lace Insert Lettuce Trim Cami Top,Floral  All Over Print,Spaghetti Strap
Turtle Neck Solid Crop Tee,Plain,High Neck
Plaid Pinafore Skirt,Plaid,NA
Flare Leg High Waist Glitter Pants,Plain,NA
Wide Waistband Single Breasted Pencil Skirt,Plain,NA
Split Hem Gingham Skirt,Gingham,NA
Notch Neck Rib-knit Crop Top,Plain,Notched
Mock Neck Tied Backless Zebra Stripe Crop Tee,Zebra Stripe,Stand Collar
Button Half Placket Crop Tee,Plain,Scoop Neck
Mock Neck Plaid Pencil Dress,Plaid,Stand Collar
Striped Wrap Ruffle Hem Belted Dress,Striped,Round Neck
Tie Front Rib-knit Shorts,Plain,NA
Sweetheart Neckline Ruched Detail Crop Tee,Plain,Sweetheart
BASICS Solid Bodycon Dress,Plain,Spaghetti Strap
Solid Carrot Pants,Plain,NA
Solid Rib-knit Bodycon Dress,Plain,Stand Collar
Ribbed One-Shoulder Crop Top,Plain,One Shoulder
Lettuce Trim Rib-knit Crop Cami Top,Plain,Spaghetti Strap
Contrast Guipure Lace Button Front Puff Sleeve Blouse,Plain,V neck
Cutout Detail Crop Top,Plain,Round Neck
V-neck Ruched Slim Tee,Plain,V neck
Rib-knit Crop Cami Top,Plain,Spaghetti Strap
Split Hem Two Tone Dress,Colorblock,Stand Collar
Corduroy High Rise Straight Pants,Plain,NA
Mock Neck Zip Front Rib-knit Tee,Plain,Stand Collar
Dalmatian Print Flared Midi Skirt,All Over Print,NA
Elastic Waist Plaid Skater Skirt,Plaid,NA
Allover Floral Print Twist Bust Slip Dress,Floral  All Over Print,Spaghetti Strap
BASICS Solid Crop Top,Plain,Round Neck
Solid Crew Neck Tee,Plain,Round Neck
Wide Waistband Solid Biker Shorts,Plain,NA
Wideband Waist Solid Leggings,Plain,NA
Mock Neck Rib-knit 2 In 1 Dress,Colorblock,Stand Collar
High Waist Checkered Print Leggings,Geometric,NA
Button Front Crop Top,Plain,V neck
Drawstring Side Scoop Neck Tank Top,Plain,Scoop Neck
All Over Print Ruffle Hem Wrap Knot Skirt,All Over Print,NA
Two Tone Lace Up Front Tank Top,Colorblock,Round Neck
Dalmatian Print Lantern Sleeve Top,All Over Print,Round Neck
Mock Neck Zebra Striped Bodycon Dress,Zebra Stripe,Stand Collar
Tie Front Frill Trim Shirred Polka Dot Top,Polka Dot,Sweetheart
All Over Print Puff Sleeve Fitted Dress,All Over Print,Stand Collar
Simplee Button Waist Slant Pocket Jogger Pants,Plain,NA
Figure and Heart Print Tee Dress,Figure  Heart,Round Neck
Lace Trim Square Neck A-Line Dress Without Belt,Colorblock,Square Neck
Surplice Plunging Flounce Sleeve Swing Dress,All Over Print,Deep V Neck
Contrast Lace Trim Cami Top,Colorblock,Spaghetti Strap
V Neck Rib-knit Crop Top,Plain,V neck
Knot Strap Split Hem Leopard Dress Without Tee,Leopard,Spaghetti Strap
Tied Backless Split Side Glitter Dress,Plain,Boat Neck
Mock Neck Ribbed Bodycon Dress,Plain,Stand Collar
Letter Graphic Zip Half Placket Tee,Letter,Stand Collar
Button Front Crop Tank Top,Plain,Notched
Satin Tie Dye Ruched Asymmetrical Cami Dress,Tie Dye,Spaghetti Strap
Tie Dye Rib-knit Bodycon Dress,Tie Dye,Strapless
Wide Band Waist Zip Back Pants,Plain,NA
Allover Print Wrap Bardot A-line Dress,All Over Print,Off the Shoulder
Mouth and Butterfly Print Top,Figure  Animal,Round Neck
Joyfunear Plunging Neck Draped Ruched Velvet Dress,Plain,Deep V Neck
Tie Waist Rib-knit Track Shorts,Plain,NA
Split Hem Leggings,Plain,NA
Drop Shoulder Tie Dye Crop Tee,Tie Dye,Round Neck
Paperbag Waist Self Belted Shorts,Plain,NA
Flounce Sleeve Drawstring Hem Dress,Plain,Lapel
Floral Print Form Fitted Cami Dress,Floral,Spaghetti Strap
Flare Leg Plaid Pants,Plaid,NA
Allover Floral Shirred Wrap A-line Dress,Floral  All Over Print,V neck
M-slit Hem Grid Print Bodycon Dress,Plaid,Round Neck
Drop Shoulder Plaid Contrast Drawstring Hooded Blouse,Plaid  Colorblock,Hooded
Open Back Slit Glitter Mermaid Prom Dress,Plain,Round Neck
SBetro High Waist Straight Leg Pants,Plain,NA
Zip Fly Striped Straight Pants,Striped,NA
Solid Slant Pocket Tee Dress,Plain,Round Neck
Pleated PU Leather Skirt,Plain,NA
Marble Knit Crisscross Waist Leggings,Striped  Colorblock,NA
Asymmetrical Neck Solid Top,Plain,Asymmetrical Neck
Button Front Lettuce Edge Bardot Dress,Plain,Off the Shoulder
Drawstring Waist Knee Quilted Fitted Sweatpants,Plain,NA
Mock Neck Solid Crop Tee,Plain,Stand Collar
Solid Crop Tank Top,Plain,Round Neck
Ditsy Floral Print Elastic Waist A-line Skirt,Ditsy Floral,NA
Flare Leg Rib-knit Pants,Plain,NA
Joyfunear Solid Ruched Pencil Dress,Plain,Spaghetti Strap
Slogan and Figure Graphic Crop Top,Figure  Slogan,Round Neck
Backless Cut Out Crop Satin Halter Top,Plain,Halter
Solid Pencil Skirt,Plain,NA
Rib-knit Velvet Bandana Cami Top,Plain,Spaghetti Strap
Knot Waist Tape Sideseam Camo Pants,Camo,NA
High Waist Slant Pocket Corduroy Skirt,Plain,NA
Tie Front Cut-out Cami Dress,Plain,Spaghetti Strap
Slant Pocket Button Front Fitted Dress,Plain,Round Neck
Contrast Lace Panel Lettuce Edge Cami Top,Colorblock,Spaghetti Strap
Corduroy Button Front Belted Overall Dress,Plain,Straps
Scoop Neck Bishop Sleeve Tee,Plain,Scoop Neck
Wideband Waist PU Leather Leggings,Plain,NA
Solid Fitted Crop Cami Top,Plain,Spaghetti Strap
Twist Hem Tie Dye Dress,Tie Dye,V neck
Bishop Sleeve Crop Top,Plain,Square Neck
Double Crazy Ruffle Hem Swiss Dot Cami Dress,Plain,Spaghetti Strap
Butterfly Print Joggers,Animal,NA
Buffalo Plaid Split Hem Skort,Gingham,NA
Rib-knit Split Hem Bodycon Dress,Plain,Round Neck
Scallop Trim Lace Cami Top,Plain,Spaghetti Strap
Double V-Neck Ditsy Floral Cami Dress,Ditsy Floral,V neck  Spaghetti Strap
SBetro High Waist Slit Hem PU Leather Pants,Plain,NA
Drawstring Side Rib-knit Tank Top,Plain,Scoop Neck
Dalmatian Print Shirred Cuff Maxi Dress,All Over Print,Round Neck
Sunflower Print Crisscross Cami Mini Dress,Floral,Spaghetti Strap
Batwing Sleeve Belted Sequin Dress,Plain,V neck
Slogan Graphic Crew Neck Tee,Slogan,Round Neck
Ruched Detail Button Placket Dress,Plain,Collar
Elastic Waist Letter & Butterfly Graphic Sweatpants,Letter  Animal,NA
BASICS Solid Bodycon Mini Skirt,Plain,NA
Ruffle Armhole Shirred Hem Polka-dot Top,Polka Dot,V neck
Split Hem Rib Knit Dress,Plain,Spaghetti Strap
Lace Up Backless Solid Cami Top,Plain,Spaghetti Strap
Cuffed Cord Shorts,Plain,NA
Wide Waistband Wrap Front Asymmetrical Suede Skirt,Plain,NA
Leopard Lace Up Back Cami Top,Leopard,Spaghetti Strap
Button Front Tweed Skort,Plaid,NA
Square Neck Lettuce Trim Gingham Dress,Gingham,Square Neck
Off Shoulder Split Thigh Shirred Floral Dress,Ditsy Floral,Off the Shoulder
Tie Front Ditsy Floral Print Dress,Ditsy Floral,Spaghetti Strap
Stripe Print Drop Shoulder Crop Tee,Striped,Round Neck
Striped Backless Curved Hem Halter Dress,Striped,Halter
Heathered Knit Drawstring Bermuda Shorts,Plain,NA
Slogan And Graphic Print Tee,Graphic  Slogan,Round Neck
Lace-up Open Back Velvet Bodycon Dress,Plain,Spaghetti Strap
Knotted Hem Belted PU Leather Pants,Plain,NA
V Neck Lettuce Trim Crop Tee,Plain,V neck
Crisscross Backless Fringe Detail Slip Dress,Plain,Spaghetti Strap
Butterfly Print Split Hem Skirt,Animal  All Over Print,NA
Ink Splatter Biker Shorts,All Over Print,NA
Split Hem Lightning Print Crop Tee,Graphic,Round Neck
Floral and Letter Graphic Tee,Letter  Floral,Round Neck
O-ring Detail Open Back Snakeskin and Tropical Dress,Tropical  Snakeskin Print,Halter
Solid Track Shorts,Plain,NA
Graphic Print Tee,Letter  Graphic,Round Neck
Drawstring Ruched Front Bustier Crop Top,Plain,Sweetheart
Solid Drawstring Waist Sweatpants,Plain,NA
Dobby Mesh Leg-of-mutton Sleeve Crop Top,Polka Dot,Square Neck
O-ring Zip Half Placket Crop Slim Top,Plain,Collar
Split Hem Rib Knit Dress,Plain,Spaghetti Strap
Scallop Edge Pleated Detail Cami Dress,Plain,Spaghetti Strap
Tie Dye Shorts,Tie Dye,NA
Simplee Tie Waist Floral Skirt,Floral  Tropical,NA
All Over Floral Tie Back Halter Dress,Ditsy Floral,Stand Collar
V-neck Ruched Slim Tee,Plain,V neck
Surplice Neck Drop Shoulder Dress,Plain,V neck
Notch Neck Asymmetrical Hem Crop Tee,Plain,Notched
Rhinestone Lace Up Front Ruched Detail Bodycon Dress,Plain,Deep V Neck
Button Front Pocket Side Cami Dress,Plain,Spaghetti Strap
Crop Cami Top,Plain,Spaghetti Strap
Lettuce Trim Rib-knit Tee,Plain,Stand Collar
Shirred Panel Leopard Dress Without Belt,Leopard,Stand Collar
Slit High-Rise Bodycon Mini Skirt,Plain,NA
Cactus And Galaxy Print Tee,Galaxy  Plants,Round Neck
Tie Neck Knot Cuff Floral And Geo Print Dress,Floral  Geometric,Tie Neck
Off Shoulder Lettuce Trim Button Front Top,Plain,Off the Shoulder
V Neck Solid Fitted Crop Tee,Plain,V neck
Smocked Buttoned Self-Tie Cami Dress,Plain,Spaghetti Strap
BASICS Solid Crop Tee,Plain,Round Neck
Zebra Stripe Flare Leg Pants,Zebra Stripe,NA
V-neck Tied Open Back Crop Top,Plain,V neck
Solid Bishop Sleeve Tee,Plain,Round Neck
Zipper Side Split Hem Corduroy Skirt,Plain,NA
Split Hem Solid Skirt,Plain,NA
Slit Hem Solid Shorts,Plain,NA
Zipper Back Floral Jacquard Dress Without Blouse,Floral,Round Neck
Letter Graphic Crop Tee,Letter,Round Neck
Solid Button Front Corduroy Flared Skirt,Plain,NA
Geo Mesh Insert Leggings,Geometric,NA
Button Waist Slant Pocket Tartan Pants,Tartan,NA
Tie Front Dolphin Shorts,Plain,NA
Elastic Waist Slant Pocket Pants,Plain,NA
Press Buttoned Tank Top,Plain,Square Neck
Flocked Floral Sheer Mesh Top Without Bra,Floral,Stand Collar
Surplice Neck Drawstring Hem Crop Top,Plain,V neck
Halter Neck Bodycon Dress,Plain,Halter
Solid Satin Dress,Plain,Spaghetti Strap
Missord Surplice Neck Belted Split Thigh Gold Feather Print Dress,All Over Print,V neck
Patched Pocket Striped Dress,Striped  Colorblock,Round Neck
Cowl Neck Tied Open Back Satin Bandana Halter Top,Plain,Cowl Neck
Square Neck Solid Crop Tee,Plain,Scoop Neck  Square Neck
Button Half Placket Crop Tee,Plain,Scoop Neck
Press Buttoned Front Rib-knit Top,Plain,Scoop Neck
Slit Hem Butterfly Print Velvet Dress,Animal,Spaghetti Strap
Solid High Waist Sweatpants,Plain,NA
Square Neck Split Thigh Ditsy Floral Print Dress Without Belt,Ditsy Floral,Square Neck
Roll Up Hem Knot Front Track Shorts,Plain,NA
Plaid Suspender Skirt,Plaid,NA
Ditsy Floral Cami Dress,Ditsy Floral,Spaghetti Strap
Lace Scallop Trim Cami Top,Plain,Spaghetti Strap
Drawstring Ruched Cutout Crop Top,Plain,V neck
Twist Front Waffle Knit Top,Plain,V neck
Off Shoulder Cross Wrap Ruched Foldover Dress,Plain,Off the Shoulder
Floral Print Self Belted Wrap Cami Dress,Floral,Spaghetti Strap
Tie Dye Cami Top,Tie Dye,Spaghetti Strap
Kimberly Loaiza Pocket Back Plaid Pants,Plaid,NA
Dalmatian Print Surplice Neck Wrap Belted Top,All Over Print,V neck
Drawstring Ruched Front Bodycon Dress,Plain,V neck
Velvet Flare Leg Pants,Plain,NA
Drawstring Waist Split Hem Skirt,Plain,NA
Split Thigh Leopard Print Skirt,Leopard,NA
Zip Up Asymmetrical Hem Skort,Plain,NA
M-slit Hem Plaid Skirt,Plaid,NA
Allover Floral Print Flounce Hem A-line Dress,Floral  All Over Print,Round Neck
Round Neck Crop Solid Tee,Plain,Round Neck
Lantern Sleeve O-ring Belted Frill Trim Floral Dress,Floral  All Over Print,Round Neck
Button Detail Wide Leg Pants,Plain,NA
Slit Hem Plaid Skirt,Plaid,NA
Drop Shoulder Landscape Print Tee,Landscape Print,Round Neck
Knot Cuff Striped Dress,Striped,Round Neck
Simple Flavor Lantern Sleeve Belted Floral Dress,Floral,Round Neck
Floral Print Belted Straight Leg Pants,Floral,NA
Ditsy Floral Slit Mini Skirt,Ditsy Floral,NA
Zipper Side Split Thigh Leopard Skirt,Leopard,NA
Geo Print Bodycon Dress,Geometric,Spaghetti Strap
Solid Ruched Back Leggings,Plain,NA
Zebra Striped Pencil Dress,Zebra Stripe,Spaghetti Strap
Lettuce Trim Buffalo Plaid Bodycon Dress,Gingham,Spaghetti Strap
Drawstring Knot Side Bodycon Skirt,Plain,NA
Drawstring Side Solid Tee,Plain,Round Neck
Allover Floral Print Ruched Bodycon Skirt,Floral  All Over Print,NA
High Waist Grid Bodycon Skirt,Plaid,NA
Zip Back Houndstooth Skirt,Houndstooth,NA
3pcs Round Neck Short Sleeve Tee,NA,Round Neck
Plunging Neck Lace Up Crop Top,Plain,Deep V Neck
Floral Print Cami Sundress,Floral,Spaghetti Strap
Contrast Panel Raglan Sleeve Tee,Colorblock,Round Neck
Belted High Waist Wide Leg Pants,Plain,NA
Joyfunear Lace Up Backless Split Thigh Sequin Cami Prom Dress,Plain,Spaghetti Strap
Tie Front Puff Sleeve Crinkle Crop Top,Plain,Sweetheart
High Rise Plaid Leggings,Plaid,NA
Rib-knit Solid Bodycon Dress,Plain,Spaghetti Strap
Contrast Lace V-cut Crop Cami Top,Plain,Spaghetti Strap
Plaid Print Wide Leg Shorts,Plaid,NA
Plunging Neck Crisscross Open Back Leopard Dress,Leopard,Deep V Neck  Spaghetti Strap
Tie Neck Contrast Tweed A-line Dress,Colorblock,Tie Neck
Eilly Bazar Tie Front Ruched Bust Slit Hem Floral Dress,Floral,Sweetheart
Slogan Graphic Contrast Binding Dolphin Shorts,Slogan,NA
Tie Back Backless Criss Cross Halter Top,Plain,Halter
High Waist Solid Pleated Skirt,Plain,NA
Off Shoulder Frill Trim Knot Front Top,Plain,Off the Shoulder
Slogan Graphic Rib-knit Ringer Cami Top,Slogan,Spaghetti Strap
Buttoned Front Leggings,Plain,NA
Solid Twist Crop Cami Top,Plain,Spaghetti Strap
Simplee Puff Sleeve Shirred Waist Lace Trim Swiss Dot Dress,NA,V neck
Lace Detail Cami Top,Plain,Spaghetti Strap
Asymmetrical Neck Rib-knit Belted Dress,Plain,Asymmetrical Neck
Mock-neck Lace Yoke Dress,Plain,Stand Collar
Plunging Neck Crisscross Backless Floral Maxi Dress,Floral,Spaghetti Strap
Shoulder Pad Velvet Dress,Plain,Stand Collar
Eyelash Lace Trim Buttoned Front Ditsy Floral Dress,Ditsy Floral,Stand Collar
BASICS Button Half Placket Rib-knit Tee,Plain,Round Neck
Floral Embroidery Batwing Sleeve Dress,Floral  Tribal,Notched
Tie Front Floral Peplum Top,Floral,Sweetheart
Solid Raw-Cut Boxy Cropped Tee,Plain,Round Neck
Zip Up Contrast Stitch Bodycon Dress,NA,Stand Collar
Joyfunear Open Back Halter Guipure Lace Dress,Plain,Halter
Scoop Neck Button Front Crop Top,Plain,Scoop Neck
Lace Bodice Pleated Hem Dress,Plain,Round Neck
Letter & Graphic Print Tee,Letter  Graphic,Round Neck
Button Front Rib-Knit Crop Tee,Plain,V neck
One Shoulder Cutout Bodycon Dress,Plain,One Shoulder
Zip Up Asymmetrical Hem Crop Top,Plain,Scoop Neck
Lettuce Trim Drawstring Front Tube Top,Plain,Strapless
Frill Trim Cherry Print Cami Dress,Fruit&Vegetable  All Over Print,Spaghetti Strap
Plunging Neck Ruched Belted Dress,Plain,V neck
Drawstring Waist PU Pants,Plain,NA
Button Front Waffle Knit Smock Dress,Plain,V neck
BASICS High Neck Solid Bodycon Dress,Plain,High Neck
Leopard Print Biker Shorts,Leopard,NA
Lace Trim Cami Top,Colorblock,Spaghetti Strap
Sheer Chiffon Lantern Sleeve Solid Top,Plain,Round Neck
Striped Curved Hem Cami Dress,Striped,Spaghetti Strap
Allover Daisy Print Skirt,Floral  All Over Print,NA
Notch Neck Rib-knit Crop Tee,Plain,Notched
Crop Cami Top,Plain,Spaghetti Strap
Drop Shoulder Ruched Waist Satin Shirt Dress,Plain,Collar
Contrast Neon Striped High-Rise Leggings,Colorblock,NA
Lace Detail Velvet Cami Top,Plain,Spaghetti Strap
Tie Dye Ruched Bodycon Dress,Tie Dye,Round Neck
Simplee Ruffle Trim Ruched Waist Layered Hem Dress Without Belt,Plain,Round Neck
Split Hem Snakeskin Faux Leather Pants,Snakeskin Print,NA
Fire Print Crop Top,Figure,Round Neck
Plaid Button-Front Flannel Shirt,Plaid,Collar
Solid Rib-knit Tube Top,Plain,Strapless
Tie Front Satin Top,Plain,Collar
V-neck Drop Shoulder Rib-knit Crop Tee,Plain,V neck
Chinese Dragon Jacquard Satin Skirt,Floral  Animal,NA
Colorblock Fitted Top,Colorblock,Round Neck
Letter Graphic Zip Half Placket Tee,Letter,Stand Collar
Flower Print Belted Button Front Dress,Floral  Animal,Collar
Tie Front Satin Top,Plain,Collar
High Waist Pleated Hem Skirt,Plain,NA
Embroidery Contrast Collar Lantern Sleeve Top,Floral,Collar
Square Neck Shirred Back Split Thigh Ditsy Floral Dress,Ditsy Floral,Square Neck
Off Shoulder Flippy Hem Belted Dress,Plain,Off the Shoulder
V-neck Ruched Slim Tee,Plain,V neck
Ditsy Floral Ruffle Trim Belted A-line Dress,Ditsy Floral,Square Neck
Ruched Bust Drawstring Side Cami Top,Plain,Spaghetti Strap
Mock Neck Ruched Sequin Dress,Plain,Stand Collar
Form Fitted Rib-knit Striped Halter Top,Striped,Halter
Rib-knit Bodycon Dress,Plain,Square Neck
Ribbed Mock Neck Tank Top,Plain,Stand Collar
Zipper Front PU Leather Skirt,Plain,NA
Frill Shirred Waist Solid Skirt,Plain,NA
Sweetheart Neck Form Fitted Top,Plain,Sweetheart
Swiss Dot Lace Trim V-neck Dress,Plain,V neck
Solid Satin Midi Skirt,Plain,NA
Letter Graphic Tee,Letter,Round Neck
Off Shoulder Waffle Knit Tee,Plain,Off the Shoulder
Pearl Button Front Houndstooth Bodycon Dress,Houndstooth,Round Neck
Missord Split Mermaid Hem Floor Length Tube Prom Dress,Plain,Strapless
Binding Detail Rib-knit Bustier Dress,Plain,Off the Shoulder
V-neck Raglan Sleeve Tee,Plain,V neck
Cowl Neck Ruched Side Bodycon Dress,Plain,Stand Collar
Solid Rib-knit Leggings,Plain,NA
Joyfunear One Shoulder Belted Split Thigh Dress,Plain,One Shoulder
Ruched Bust Lace Up Back Ditsy Floral Cami Top,Ditsy Floral,Spaghetti Strap
Double Pocket Belted Tartan Dress Without Blouse,Tartan,Straps
Plunging Neck Knot Front Swiss Dot Peplum Top,Plain,V neck
Zip Front Rib-knit Tee,Plain,Collar
Slogan And Graphic Print Tee,Graphic  Slogan,Round Neck
Slit Hem Pearl Beaded Skinny Pants,Plain,NA
Drawstring Waist Solid Joggers,Plain,NA
Polka Dot Off-the-shoulder Blouse,Polka Dot,Off the Shoulder
All Over Print High Waist Flare Leg Pants,All Over Print,NA
V-bar Puff Sleeve Tee,Plain,Notched
Plunging Neck Tie Front Rib-knit Top,Plain,Deep V Neck
Plaid High-Rise Pleated Mini Skirt,Tartan,NA
